essay_id_comp,gender,holistic_essay_score,y_pred_tfidf,y_pred_bert,y_pred_chatgpt_zeroshot,y_pred_chatgpt_fewshot
39AF0292F9B3,F,5,4.550606743806508,5.296875,4.0,
59D72A2EE874,M,2,,,,
33B1D3B931EF,M,3,2.78342280619427,2.3476562,3.0,
3C2FB67A96CB,F,2,,,,
8DFB375E3159,F,3,3.0210098782330768,3.2070312,2.0,
508DB90F68C7,M,3,3.0587340712542312,2.9707031,3.0,
107A2F550FE2,F,4,,,,
7D0DC6F08EB2,F,3,2.945903493676924,3.578125,4.0,
168502152B51,F,4,,,,
F9455542177C,M,2,,,,
2A1BAB5C82FE,F,2,,,,
FAE25123869F,F,2,2.198139612016521,1.9580078,2.0,
331502EB3762,M,2,,,,
312C1164A2D4,M,3,,,,
C30DD2DB1F70,F,2,2.508588699599027,1.9130859,2.0,
F0BD0306A444,F,4,,,,
763B84530444,F,3,,,,
6C4103111BB5,F,1,,,,
5CAA0D5849FD,M,2,,,,
018C2171B0C1,M,2,,,,
F55EF5BB5CB9,M,1,,,,
95DB0EFBD9DE,F,4,,,,
72C8E2CDEA69,F,6,4.266506551437812,5.21875,5.0,
165C6F67BCD7,M,3,4.111568927529735,3.578125,3.0,
E4824CBFEEBD,M,2,,,,
81EE0A1746B9,F,2,,,,
E881FAAEC690,M,3,,,,
2880493C5B9E,M,3,,,,
C81566123923,M,1,,,,
CD53C96A70EB,F,2,2.6150953624395914,2.2558594,2.0,
45B5A490A40B,F,3,,,,
D10C00CF6E75,M,4,,,,
F05FD0FAC22E,F,4,,,,
0A1D964232EF,M,3,,,,
AB3CE967B9EB,M,3,,,,
44598FC9EFAB,F,3,,,,
B5838ACCDBA5,F,4,,,,
71417CD74368,F,4,,,,
4CA5DBC45ABF,F,2,,,,
FD361491E6FA,M,3,,,,
803FA7997692,M,3,,,,
44BD004D9B29,M,2,,,,
105D9D81B706,F,5,,,,
629637C69551,M,2,,,,
360FD9AE286D,M,3,3.277272201471636,2.8105469,3.0,
6A58F94673E0,M,6,5.096649365809865,3.9863281,4.0,
11A5C9E39DB3,F,3,,,,
6300E798D425,M,1,,,,
CD32C611650D,M,4,,,,
B4BB0D9D15A9,F,3,,,,
7C4B36428EC3,F,2,,,,
F446AA6BC388,M,3,,,,
015E874564ED,M,3,,,,
A2C9897ACBD6,M,2,,,,
9E4C14A1EE5C,M,2,,,,
15E289B63F6A,F,3,,,,
4BB22B627339,M,3,,,,
1DC7F82830D6,F,3,3.779464353939008,3.609375,3.0,
0D220BA8BA23,F,2,,,,
803A47175851,F,4,3.459623748491003,5.015625,4.0,
EFE800DEFA4B,F,3,,,,
455D0FE2839E,M,1,,,,
58746F16B2F0,F,4,,,,
EE71095197E1,M,2,,,,
20E8EF3807D2,F,3,3.7145860343934944,2.7949219,4.0,
2010E484FDBB,M,3,,,,
0C74C8D5BA24,M,3,,,,
7C7FF43FD926,M,3,,,,
B07E96B9767C,F,5,5.2056607501234335,5.1445312,3.0,
2D47B736369E,F,6,,,,
A62376CFB658,M,5,,,,
9278F35CE330,F,4,,,,
172FD130ABD5,F,1,1.9053290625675043,1.265625,2.0,
7B7838BB9DD5,M,3,3.1174166401106,3.0097656,3.0,
BDDD49DF0C7D,F,3,,,,
7B124483171C,F,5,,,,
B404C9B45527,F,3,,,,
9ACB5E4659DA,M,2,,,,
6EFF7E0E9769,M,3,,,,
35B8D5BA3032,M,1,1.9820449427108668,1.3671875,2.0,
A9B0314D6914,M,3,,,,
914F9FDCF4B8,F,5,,,,
430D826814A1,F,3,,,,
0BCD6C24589E,F,1,,,,
D692F0AACADA,F,2,2.2351921583340646,2.2324219,3.0,
5787997A234A,F,2,2.5170505605418594,2.4140625,2.0,
3005ADCF9F86,M,2,,,,
DF01153BEE14,M,3,,,,
D582384A4FE6,M,3,,,,
15B8F793134D,F,3,,,,
8C93D556C297,F,4,2.9354765740129203,3.8261719,4.0,
EBFCCFB520CF,M,4,,,,
44D3C95615CA,F,1,,,,
0D8FC1065453,M,3,,,,
1FC7106860A2,M,4,3.4461631715627647,4.4804688,4.0,
0340D60B3722,M,4,,,,
AB13FD63B7AE,M,3,,,,
682FD2FC1EAF,F,4,,,,
25FF1315AD6E,F,3,,,,
BEB325E9FB47,M,3,,,,
C0217B05422D,M,3,3.037890335516159,2.9667969,2.0,
EE0EF10B05A2,M,2,,,,
90FA7B32DAC6,M,3,,,,
6E5795078217,M,2,,,,
955C86F2C441,M,3,,,,
E06BC5C80780,F,1,,,,
5A230824A066,M,2,,,,
5FBF192B844B,F,2,2.161862961224138,2.0234375,2.0,
08B2470ADCC4,F,3,,,,
EF902AF2C38E,F,2,,,,
8944DA0627DE,M,1,,,,
2A7B1E4F1215,M,4,,,,
8715350C7613,M,3,,,,
730D11B13BA1,M,3,2.949079981210126,3.046875,3.0,
166D0B2124DA,M,2,,,,
13081A20D022,F,6,4.897089175402183,5.1992188,4.0,
285D4F815B44,M,1,,,,
69881464230,F,4,4.250377607948202,5.125,4.0,
7929B0DC839B,F,4,4.274749745048073,4.53125,3.0,
2F53346B4F60,M,4,2.723405551576979,3.0390625,3.0,
CC90F1ED28BD,M,2,,,,
C5C81327D129,M,3,,,,
1C9B267C160B,M,5,,,,
9B4D623F1D2A,F,2,,,,
CAE3599F8A91,M,2,,,,
E4B4D7DE60E3,F,3,3.528545491905944,2.6796875,3.0,
5D3A3ABBF956,M,2,,,,
0AB5C0C20670,M,1,1.2883775325721545,0.80908203,2.0,
9D99F8F1CAAB,F,2,2.0596699832390604,2.0234375,2.0,
EE377D38C330,F,3,,,,
5A860EDF839D,F,3,2.792917733499949,2.4804688,4.0,
2E42B87EFEFD,M,3,,,,
1A0C188A87EB,M,4,,,,
7A86A98F3909,F,5,,,,
05E555639768,F,5,,,,
F53275C52A33,M,3,,,,
F6F766C1BDD2,M,3,,,,
E4630B623165,M,5,,,,
7C7AADA76BA4,M,2,,,,
00C6E82FE5BA,M,2,,,,
71A434779420,M,3,,,,
66D1803B4CEF,M,3,2.154914177828508,2.6933594,2.0,
340734FCEDC4,F,5,,,,
BB95D06EF8D4,F,4,3.4840722085901854,3.4277344,3.0,
8F2DE1AB0229,F,2,2.1973914009255124,1.9257812,2.0,
7E141B708C7D,M,3,,,,
55D07D14B354,M,3,,,,
26077CB12CB0,M,5,3.4760599526445954,4.8789062,4.0,
1F742C41EF9D,M,4,3.899603413668885,4.5039062,3.0,
CDBF3A48F1C9,F,3,,,,
E201F3FE28F7,F,4,3.3706241944810404,4.2304688,3.0,
1AF108167F91,M,3,,,,
70D9DB2011FE,F,3,,,,
9FAA72C47BB0,M,1,,,,
7915BE25917E,M,2,2.6463979592460984,2.3632812,2.0,
AFE6E553DAC2,M,3,,,,
C05617ACA9DF,M,3,,,,
E12511F34C8F,F,3,,,,
2B1FF4D664E9,M,3,,,,
CCBBA6B4BB07,F,3,,,,
FBABC3FB451D,M,3,3.663613229923237,3.9296875,3.0,
52992F884004,F,2,,,,
29C441C22E94,M,3,,,,
5B22B11F15ED,M,3,,,,
49FAAE286911,M,2,2.1808410404408365,1.8339844,2.0,
103AD5DC85A6,F,2,,,,
FD0934F5261D,M,2,1.969620423626432,2.3417969,3.0,
2A8A3C0D6C48,M,3,,,,
F5BD7EE88E5B,F,3,,,,
F9A172191C17,F,4,,,,
45D4FB5A91C1,F,3,,,,
2134F6E68E46,M,6,,,,
CC3A5AD37340,F,2,,,,
CE5A5A557889,F,3,,,,
9B0EBE9AD33F,M,3,,,,
40C037A38027,M,3,,,,
E2B2ABB01662,F,2,,,,
D7725D157042,F,3,3.735923666669112,2.828125,3.0,
359A2C8A46C4,F,3,,,,
DB1B143B6EB1,F,3,,,,
6B0085BEC478,F,2,,,,
2AC872A439D0,M,2,,,,
A303513AA882,F,4,,,,
D5D19B782E0E,F,2,,,,
6CA078E0C93F,F,1,,,,
F6E5F858A19A,M,3,,,,
216896F62055,M,1,,,,
EAC3A4000B11,M,2,,,,
9888925F8BFA,F,3,,,,
B37E64E1BE1E,F,2,,,,
99AE1C6789B0,F,3,,,,
61E97011295B,M,4,,,,
DD920BDB7C4B,F,2,,,,
401226E7EF51,F,3,,,,
01B33F504006,F,3,3.276748362749563,3.6132812,2.0,
2E9563678CAA,F,3,,,,
EFE0BEADA9C9,M,2,,,,
F9C6755F2B33,F,3,,,,
305F26C237E3,F,2,,,,
8D219ADF53DC,M,3,,,,
A094B7CE630D,F,4,,,,
5F24E274F61E,M,5,,,,
897B3478DC01,M,4,4.408341771682464,3.6425781,3.0,
7154C7EE3051,M,4,4.5807662752089655,4.03125,3.0,
EC1D57A4E008,F,4,3.802562418107252,4.1914062,4.0,
6E381D4CCEDA,F,3,2.428139286159668,2.8261719,3.0,
F91682599FC0,M,3,,,,
4AEA13D034F3,M,2,2.361518664362682,2.4511719,2.0,
BB1452CF4348,F,3,,,,
65C9A335816D,F,4,,,,
21ACA35F5F91,F,2,,,,
7686939B5511,M,2,,,,
1ADE56C19ACC,M,3,1.8601485092972752,1.8486328,2.0,
9FE4034401E9,M,3,,,,
407CDC6692CA,F,1,,,,
8055A3DA8CFF,F,6,,,,
8E2174964041,M,2,,,,
508B0B6CAC96,F,4,,,,
7CB024696968,F,6,,,,
5E497E52DA95,M,2,,,,
6A0FADF28A04,F,2,2.541575694305031,2.7265625,3.0,
40EC38BC0B85,F,3,,,,
71DF40C12652,F,4,,,,
F76356D6B580,F,2,,,,
551D2A846180,F,2,,,,
9B55594B1361,F,2,,,,
037F3F1E204C,M,3,,,,
7E5BD3A989D9,M,2,,,,
52EDFFB8FECB,F,4,,,,
4FD419552863,M,3,,,,
2E0AF5C8526F,F,2,,,,
D84E4F550B82,M,1,,,,
1BEEF6DBCEA9,M,3,,,,
3F03E1A2249E,F,3,,,,
8C155B1DA8DD,F,2,,,,
93FD96ADB996,M,4,,,,
9F2336DE1875,F,4,,,,
37639BD95ADE,M,2,,,,
46145F4A6009,F,4,,,,
2B75DC173032,F,3,,,,
7DCCED5150F8,M,5,4.656087508088042,4.640625,3.0,
0AA06E291FA6,F,2,,,,
2626EA13A254,M,2,,,,
5B54CC4A1EBA,M,3,,,,
63AED9818C9A,M,2,,,,
1683314A34F5,M,3,,,,
95C8A813A0AD,F,2,,,,
63A63A89E74E,M,2,,,,
1F9C60A47E3D,M,2,,,,
DD0C3F8C7002,M,2,,,,
7D9F1CFFFC95,M,2,,,,
5B9B01174564,F,3,,,,
548D9A2163BE,M,3,,,,
4DD3D787193A,F,2,,,,
99C25C797D74,M,1,,,,
323F0A82AA38,F,3,,,,
A359B48CA177,F,4,,,,
66416D1FC186,M,3,,,,
D7F4D3366332,M,6,4.438295956583119,4.7578125,4.0,
4C0EB60473E1,M,2,,,,
61BABBBB9822,M,2,2.0681055167191755,1.7880859,2.0,
C00DB747461D,M,3,,,,
7DE7AE0BEF8C,F,3,3.3170393077020863,3.09375,4.0,
5C67700D3DF9,M,4,,,,
BBBF26B3E180,M,1,,,,
9EBA4653D73C,F,1,,,,
715555B20F91,F,3,,,,
84DDA9460E91,M,1,1.3715347805268476,0.9946289,2.0,
2D71611B9278,F,3,,,,
1DBCB8082021,F,4,,,,
DAC38F08D43E,M,2,,,,
B980560F68EA,F,2,1.4435683646591804,1.3457031,2.0,
1CC687467986,F,3,,,,
3F4A655BBF22,F,5,,,,
5ED3D996CEFC,F,4,,,,
A96D3603D08D,F,3,,,,
6B3EC7DF8173,F,3,3.2074144093270167,3.4980469,3.0,
29D9B49F8CDF,M,3,,,,
65294244625A,M,2,,,,
7628CCDFDC3A,F,4,,,,
A6A21895ADF9,M,2,,,,
B89DED9517AE,F,4,,,,
19C2D7C5171D,F,2,,,,
909B434855C6,M,4,,,,
49E423077CF6,F,4,,,,
A4F0BACE1010,M,2,,,,
A483C68FCB01,M,3,,,,
C02365F02912,F,5,,,,
A582C9100AF8,M,2,,,,
561B40558116,M,2,,,,
9.95E+11,M,3,,,,
C2E4971F69E9,F,4,4.410423130850894,3.7890625,4.0,
5B5FFDB3C761,M,3,,,,
E17E726FFD3E,M,3,,,,
6147A3CB1D9B,M,2,,,,
4AF98AC12423,M,3,4.1129755980480525,4.8203125,3.0,
8107316955FB,M,3,,,,
45C58E8D6135,F,4,,,,
D19AB551E2B9,F,1,2.4062458234803703,2.6132812,3.0,
1111156C5EB8,F,4,,,,
5C2B6A9275A3,F,3,,,,
7AA2C0834BE1,M,4,3.501924011867153,4.2148438,3.0,
CFC1F5729C6D,M,3,2.6493911588548857,2.6484375,2.0,
3DA49C7B4B14,M,2,,,,
8A59AC8E36FD,M,4,,,,
8E31399D1D35,M,3,,,,
39165564BCBB,M,2,,,,
FC5315CDF0AF,F,2,,,,
9F9F729FA854,F,3,3.103306390438623,3.0878906,2.0,
5B39C4FC0AF6,F,3,,,,
A72EB1ECF52C,M,3,,,,
E9A9C197998E,F,4,,,,
82B175592A9D,F,3,,,,
6EB681AEA81C,F,6,,,,
678247627A95,F,3,2.9607432003994205,3.4570312,3.0,
E7062A9A85AD,M,2,1.886653751192085,2.1757812,2.0,
5875D6BFC687,F,2,,,,
109E79420240,M,2,,,,
F5FFB56CDD7B,F,5,,,,
983925C8CFCF,F,2,,,,
52D8A64B2125,F,4,,,,
E2A07EFFFA7E,M,2,,,,
6D7E6399624E,F,2,2.514298577654966,3.7285156,2.0,
43193857B6A5,F,3,,,,
DC5E6A368BB9,M,3,,,,
66ABFA4DA3A4,F,2,,,,
21DB44529744,M,2,,,,
928548A07586,M,3,2.997493492339597,3.21875,3.0,
E2A78F947A9B,F,3,,,,
FEA6B161C9CD,M,4,,,,
EAED55A47DC5,M,2,,,,
1AD1F738D48B,M,3,,,,
3ADC8338A9B8,F,5,3.510998584718257,4.8398438,4.0,
61BCD6DC1C28,F,4,,,,
CE3C25E291B2,F,1,,,,
0A3C934B27D7,M,4,,,,
881F7D8CED25,F,2,,,,
7312229AD940,M,2,,,,
0D45F6F0E185,M,2,,,,
2972D08D5CFE,M,3,,,,
DCD62F1994A4,F,3,,,,
ECE6A46EE772,F,4,,,,
7422E33C69F9,F,5,,,,
B479582627B3,M,3,,,,
22C4C204966D,M,5,,,,
B7F98CC827E0,M,2,,,,
A6BCE0514858,M,4,,,,
08CEBF338516,M,3,,,,
951F417BA64F,F,3,,,,
83E9445417B5,F,1,,,,
3C0AD7817D49,M,2,,,,
D28CDA8FABE9,M,3,,,,
88755B067B5C,F,1,,,,
688370E9E6F1,F,1,,,,
9FAD898993FD,M,3,,,,
FC4E9C36D5BC,F,6,,,,
99DC102284FC,F,4,,,,
1811058EC9A2,M,2,,,,
BE173A10919B,M,2,,,,
ECFBEE2C79D7,F,5,,,,
455C9135EDE1,M,4,,,,
ECFF63C8CC8C,M,2,,,,
E0A58A6BAEFD,F,1,,,,
412BF43DDEE8,F,6,,,,
24756AEB2676,M,2,,,,
FA79F7078769,M,2,,,,
2EEB19BB460B,M,3,3.300050168554611,2.9199219,2.0,
E4EDFEF8D85D,M,2,,,,
422B9A2CDAB6,F,4,,,,
CD442C192B8F,F,3,,,,
C6FAF1DE9A21,M,1,2.07363329972802,2.1015625,2.0,
8CD442C14869,F,1,,,,
643917B1D65D,M,4,,,,
9D9A5677B299,M,2,,,,
9CED3E8B8E0B,M,3,,,,
F7EF0A4E3499,M,3,3.035908317438123,3.046875,2.0,
ADAE8A21CE9E,M,1,,,,
FAF28CA70259,F,2,,,,
8AF1FB2ADE27,M,6,5.075956058056788,4.7578125,4.0,
692AAF414888,M,3,,,,
6524B17E5113,M,4,3.688211482734987,4.2460938,3.0,
E1991EA669CA,F,2,,,,
ECEDF53FDB35,F,2,,,,
F14A98EB4BB0,M,3,,,,
99297BB401FC,F,5,5.490813895215487,5.265625,4.0,
030F2D5F039D,M,2,,,,
037059DAD8EF,F,4,,,,
0E67436136BE,M,3,,,,
866DBF36BC7C,M,2,,,,
3F98D44407D0,M,1,,,,
09CEBE0105DE,M,5,,,,
74E5C20483F8,M,1,,,,
C6053D243E75,M,3,,,,
8C7464101130,M,3,,,,
448CB43A2D43,F,3,,,,
A3DA944669AE,M,2,,,,
1A6AB3B03A92,M,2,1.443429940830457,1.6630859,2.0,
3442D7D6F267,M,4,3.5012166771760147,3.5253906,3.0,
D9C076040D83,F,4,,,,
A9D0965F0ABC,M,2,,,,
A6EBC95CB162,F,5,4.177271660899661,5.1015625,4.0,
E5E6917BD2EF,M,3,,,,
16DC754413F0,F,1,1.658872645213176,1.6064453,2.0,
D051F76D144A,F,5,,,,
887BBBE0CCC5,F,1,1.486410124006437,1.0703125,2.0,
EB09B371F52B,F,4,,,,
7BA3A439D22E,F,2,,,,
639CAA6473D7,M,2,,,,
CB86688CF491,M,1,1.23270176302336,1.4785156,3.0,
5FB75CCB31F8,M,4,,,,
09CA61DED8C6,F,3,,,,
62BC144D48C1,F,3,,,,
85FBDED26DCC,M,4,,,,
6169A3C5E137,M,4,,,,
025D474530F2,F,3,,,,
085BDFC05337,M,1,,,,
CDBECBAD7FCE,M,2,,,,
5E75A1B48D17,F,2,1.7410555167922157,2.1640625,2.0,
BC8A28D95F08,F,5,,,,
C38708C405C6,M,3,2.8442168473650606,2.9355469,2.0,
A68B13F7EB65,F,3,3.1492150585624925,3.6171875,3.0,
C0E0C38AB604,M,3,,,,
E3AC61432870,M,4,,,,
558BB83BB400,F,4,,,,
0E19D87FFC14,M,1,,,,
FEC4570AE7FF,F,1,,,,
3F0CD8819E12,M,4,,,,
9D000F734774,F,3,,,,
A839196C8F32,M,4,,,,
D4F6C0544A20,F,2,,,,
05C9186E77DF,F,3,,,,
12553853EB5E,F,3,,,,
ABBFF7365202,F,4,,,,
5A490FAF2476,M,1,3.1750205406707424,2.8457031,2.0,
CC74792CC418,F,3,,,,
6D1D5D542E08,M,3,,,,
D395E138127D,F,4,,,,
7538BF9FA97F,F,2,,,,
ABB4C6E07E71,M,5,3.676004053195794,4.3671875,3.0,
54537C49501D,M,4,,,,
515DFEA21E7D,M,1,,,,
22E223A16B82,F,4,,,,
5E8BECE0067B,M,3,,,,
D00CD64E66AC,F,3,,,,
B97CDCF8DBAA,M,4,,,,
02D6A23E0CEB,M,2,1.8727142256094524,2.5214844,3.0,
AA742085CBE3,F,2,2.4774863322909133,2.8046875,3.0,
6A27913C2806,M,2,,,,
0F8513BFBB6C,M,3,3.3424479733003283,3.5585938,3.0,
CF927EE367D9,M,2,,,,
8458F0287115,M,4,4.02603066810928,3.4980469,3.0,
0F81DEB78DA8,F,6,,,,
62106EE9551A,M,2,,,,
90932EB9B41A,M,2,,,,
9655269C8247,M,4,,,,
D8AFB0AE804B,F,1,1.1969622478868982,1.1455078,2.0,
6AD39619EC45,F,5,4.305736706183245,5.0117188,4.0,
031A9577F48B,M,3,,,,
2A81AB292BBE,M,3,,,,
A3047C282C45,M,1,,,,
2E345725190C,F,3,,,,
E2A67895BF3F,F,2,2.530015939170629,2.1464844,3.0,
7F84D437B36C,M,3,,,,
19637A48A8CE,M,3,,,,
97099B90A50B,F,3,,,,
E88EEBF3E592,F,2,,,,
B36454F4433B,F,3,,,,
4768540ADEED,M,3,,,,
20D81D1BE1A6,F,5,4.060555500503208,4.9335938,4.0,
7E4573DC1EF3,M,2,,,,
8F0F9D00B973,M,5,4.651156213756618,4.6992188,3.0,
D6ADA6742294,M,3,,,,
5C4AB01FA950,M,3,,,,
3C55E492D3F1,M,2,,,,
387FEC6C2CB7,M,2,,,,
B532FE4B58A0,M,3,,,,
53C97AB4BFAB,F,2,,,,
3BA0E26A657F,M,3,,,,
AFBD871889F3,M,2,,,,
9F5F25DE3726,F,4,,,,
2C7E32EF3F72,M,4,,,,
35070B805E8B,M,1,1.7318863059071257,1.6767578,2.0,
353224899C05,M,4,4.140145012503078,3.5898438,2.0,
4597FB4E692E,F,6,,,,
F62004E3EBAC,F,2,2.7030127290716828,2.0273438,3.0,
112A010CE9C0,M,2,,,,
B0B6E65301EB,F,2,,,,
78053022305D,M,2,3.170893673293412,2.4394531,2.0,
4C711F8D8B7E,M,3,3.24221212320432,2.2617188,2.0,
B55B64E4C028,M,5,,,,
C91254C19BB8,F,1,,,,
F7E44470E048,F,4,,,,
987ECCF90CE8,M,2,,,,
4EB74CE54FAB,F,3,,,,
A28D78C1C07B,M,1,,,,
C63D403CFB32,F,2,,,,
85983B2516C5,M,6,,,,
D3411F624A4A,M,3,,,,
052BD823F2E5,M,3,,,,
A544DDC6FC70,F,3,,,,
7648DFDA439B,F,4,,,,
2A1B01D05CE7,F,4,,,,
F479E11D13A5,M,2,,,,
558101C8F52A,F,2,,,,
E8DD7458130E,M,3,2.709323205566179,2.6425781,3.0,
01C5A139F206,M,1,,,,
10CBDD983149,M,2,,,,
163E5475BF19,F,2,2.368386914051289,2.0390625,2.0,
3D1481DF945D,M,3,,,,
0291E784129D,F,3,,,,
5A1EAD973EF6,M,3,2.6121262289541005,2.5996094,2.0,
9097B5DF292C,M,2,,,,
11F4FD622FD8,F,5,3.877014421237353,4.0390625,3.0,
280BCD5968F0,F,3,2.565920771404245,3.0820312,3.0,
E04E83CEF5DA,F,2,,,,
A743019DA786,M,3,,,,
B3176BB24009,F,6,,,,
7256CB0DF808,M,2,,,,
C6C49435744E,M,2,,,,
852FFC3A2437,F,2,,,,
552959B01E77,M,3,,,,
04ED5F75647F,M,3,,,,
BF1C765F688F,F,3,,,,
B1AF3AD74555,M,3,,,,
254FDC0CAAD8,F,3,,,,
2676A4459B59,M,4,2.692745603557948,3.7226562,3.0,
12C08C0F6EE1,F,3,,,,
09D40BD05847,M,2,2.186176396695863,1.8652344,2.0,
67F2B24AB779,F,2,,,,
F304843E97FC,F,2,1.9620913769301749,2.1855469,2.0,
5F3AC4729B09,F,3,,,,
3206B93DCCE4,F,1,,,,
56193E77BB71,M,5,,,,
23C8CD28D1A6,M,3,,,,
FF89B80BC4D1,M,4,3.037913459727652,3.4628906,4.0,
04128832249A,M,4,,,,
8CAF1B7BD82D,M,6,,,,
A2062CD12236,M,2,2.584965218669184,2.3945312,2.0,
074343AB6EC8,M,2,,,,
CEB24055B197,F,6,,,,
F03E03FE5D3C,M,2,,,,
BFB85A347E9A,F,2,,,,
081A0EDC2648,M,2,,,,
262B96AC12EC,F,3,,,,
7DB74230607D,M,3,,,,
7A9576EE8A6D,M,2,,,,
C4984FBF9699,M,2,,,,
440A223D41D5,F,3,2.908165384792715,2.7480469,2.0,
A8D52D24BF51,F,3,,,,
271011381AB9,F,3,,,,
8074C54F2B87,F,3,,,,
624AF9F3A447,M,2,,,,
6FD0E82AB64D,M,2,,,,
98B35B64B4F7,F,3,,,,
A2CB6DF5F1EA,F,2,,,,
19F9DDC5E549,M,3,,,,
F413F750773D,F,1,1.3213191401379325,1.7705078,3.0,
17319CEC54D5,F,3,,,,
50CB79F875E7,M,1,,,,
93E4D5E8B5DA,F,3,3.1108288617694333,2.6386719,3.0,
F827748E1D31,F,3,,,,
83D3DB30ED2D,F,3,3.3991382067287,3.4511719,4.0,
DD3F7252F887,F,3,,,,
F3EAB47CFB74,F,3,,,,
927708B6ACDF,M,4,,,,
716C24478063,F,3,3.832080945511529,3.3535156,3.0,
849C004D7070,M,5,,,,
96C4F8B7BED3,F,3,,,,
61BD4685CD04,F,3,,,,
5A24112EF1C8,M,3,,,,
07D3CBDEFCEF,F,6,,,,
59AE73CF9D53,F,2,,,,
FBC1CA161C5F,M,4,,,,
B640319E66B2,M,1,1.1982178595165456,1.578125,2.0,
C7AD757540AE,M,3,,,,
98CD5DB0062C,M,4,,,,
58EB875E2FB8,M,2,1.945920125120752,1.8447266,2.0,
31F109F70507,F,3,,,,
2B2CA9F91879,M,3,,,,
855398650C01,M,4,,,,
AF744782945F,F,5,,,,
57280EFE34F4,M,2,2.085806807624932,2.1582031,2.0,
EF099DACFB4D,M,2,,,,
25A1EDA2209C,M,4,,,,
5BAD13A833BC,M,5,,,,
D17B54620565,F,2,,,,
2F5D866B2C48,F,4,3.1742989076750034,4.3398438,3.0,
6FAA9368824D,M,3,,,,
710EFFD2AFE1,M,2,,,,
2D87B4AC0082,M,3,,,,
A80D9E9F03DD,F,3,,,,
8A033A8BE5E7,M,4,,,,
377BF66CAAB5,M,4,,,,
FD8570E71F4A,M,2,2.019887946589553,2.1328125,2.0,
E8E139957D4D,M,1,1.99687777221862,1.8466797,2.0,
3236876CE120,M,3,,,,
E300D0703D82,F,2,,,,
718B95E10E58,F,2,,,,
1C3440A3FFD6,M,1,,,,
AE4B0365F36A,M,2,,,,
AB807478F59F,M,1,,,,
022B809F44A3,M,4,,,,
EC9B3F68ECED,F,4,,,,
521E1917490F,F,4,,,,
016A837B94F5,M,3,4.35318886663225,3.2675781,3.0,
96262E0B5634,F,4,,,,
439B4B707E10,F,1,,,,
08C0A3DF5802,M,3,,,,
F8B8224ED6B9,M,3,,,,
A2FD4F3B2373,M,2,,,,
445FC339B11B,M,3,2.0737729497488573,2.2304688,2.0,
9B12C6CEE309,F,3,,,,
A0D8F4B0C1FA,M,2,,,,
58E92DF92D8C,F,3,3.129310267569986,3.2675781,3.0,
89BA72AAF3E4,M,2,,,,
95D641A74BF1,M,3,3.123679595678209,3.1074219,3.0,
89DC0A7461A6,F,3,,,,
EFE5284CED33,M,2,1.9180215883873923,2.0039062,2.0,
A00F84ED7CA0,F,4,,,,
F788D4C475D4,M,3,,,,
57316989020A,M,1,,,,
9A8B992CE622,M,2,,,,
E9602B055196,F,2,,,,
ECAAD9CD08F3,M,3,,,,
2E7245D9A04D,M,2,,,,
2B2696900DDF,F,2,,,,
4E236FFFBC3A,F,3,3.186564719388422,3.1289062,3.0,
40458848F6B5,F,4,,,,
939F53184F2B,M,3,,,,
9922F6B9A55B,F,1,,,,
B3565D75510A,M,5,,,,
D4050FAFF56E,F,2,,,,
06B8BE0A0B31,M,2,2.040089496222265,1.7441406,2.0,
3FCDB5437831,F,5,,,,
C59F7D66BB48,F,2,,,,
238483C3AEFC,F,6,,,,
771C64337FED,M,3,2.002887567847811,2.7011719,2.0,
7B119E8E1807,F,3,,,,
EA4763734037,F,4,,,,
771A8A8F8892,M,6,4.155232679162214,5.1601562,4.0,
3FF3A8F8AE90,M,3,,,,
10FDBD374181,F,5,,,,
8619A1A29C42,M,3,,,,
6D6215C23989,M,2,,,,
EAC04F8D1B4D,M,3,,,,
5A171620077F,F,2,,,,
D3C29EDF49CA,F,2,,,,
F3D4B33DDC72,F,4,,,,
83AECD471E27,F,3,,,,
43F92C43EB64,M,3,,,,
A4F15BAFE742,F,2,,,,
84DC528FB9BC,M,2,,,,
725CA1D53485,M,4,,,,
9A22E17FEBDF,M,4,,,,
D3E0089B305C,M,1,,,,
0D7FAACC389B,F,3,,,,
190030BCF6C2,M,2,,,,
866E03D00129,M,3,,,,
AD9642EE9196,M,3,,,,
405D9D4958DF,F,3,,,,
04FF4D9B5B3D,M,1,,,,
DBA0360B7083,M,3,,,,
60B0AC857093,M,5,4.830538366085708,4.0273438,4.0,
466692F9C4B9,F,3,,,,
DB3351F815E2,F,5,,,,
E1BFD7E344FA,M,3,,,,
FF762DF8E150,F,6,,,,
ADC3C0B672FA,F,4,,,,
B526FB8B0323,F,3,,,,
C3C4CA6CDC72,F,3,,,,
F39E1043CB34,F,3,,,,
F49B744FC6F0,M,4,,,,
B9C11601DE45,M,2,,,,
43FDEB1E411C,F,3,,,,
644022C0BEDE,F,3,,,,
4895FD6B8393,F,3,,,,
FE33BAAA73C0,F,2,,,,
FED49579044F,M,3,,,,
1CC9DABCE4B4,F,5,5.340258223521923,5.2460938,4.0,
0DCB7902B34F,M,3,,,,
0FDE661EB51E,F,6,,,,
46EB864A3362,F,4,,,,
D29191D9AAC9,F,3,,,,
FF01B32BAC3E,F,2,,,,
467C029B1A48,M,5,,,,
